name,location,city,P.O Box,Phone,Mobile,company_page_link,Logo url
,"<span itemprop=""streetAddress"">Opposite City Corner Supermarket, Al Karama</span>","City : Dubai,  UAE ",,Phone : 04-3342920Call,Phone : 04-3342920Call,,
,"<span itemprop=""streetAddress"">Food Court, Al Musalla Tower, Mankhool</span>","City : Dubai,  UAE ",8226,Phone : 04-3969363Call,Phone : 04-3969363Call,,
,"<span itemprop=""streetAddress"">Al Ghurair Centre, Deira</span>","City : Dubai,  UAE ",171567,Phone : 04-2285911Call,Phone : 04-2285911Call,,
,"<span itemprop=""streetAddress"">Opp Bin Ladin Camp, Indl Area 11</span>","City : Sharjah,  UAE ",30218,Phone : 06-5349443Call,Phone : 06-5349443Call,,
,"<span itemprop=""streetAddress"">Ramada Chelsea Hotel, Al Barsha</span>","City : Dubai,  UAE ",,Phone : 04-5019000Call,Phone : 04-5019000Call,,
,"<span itemprop=""streetAddress"">Hamdan St, Ziani</span>","City : Abu Dhabi,  UAE ",46695,Phone : 02-6787349Call,Phone : 02-6787349Call,,
,"<span itemprop=""streetAddress"">Downtown Dubai</span>","City : Dubai,  UAE ",,Phone : 04-4510694Call,Phone : 04-4510694Call,,
,"<span itemprop=""streetAddress"">Next to Al Fujairah Jewellery, Opp ADCB</span>","City : Fujairah,  UAE ",1146,Phone : 09-2225225Call,Phone : 09-2225225Call,,
,"<span itemprop=""streetAddress"">Gete Bldg B Block, Opp City Hotel, Rolla</span>","City : Sharjah,  UAE ",,Phone : 06-5637393Call,Phone : 06-5637393Call,,
,"<span itemprop=""streetAddress"">8th St., Deira City Centre</span>","City : Dubai,  UAE ",,Phone : 04-2925200Call,Phone : 04-2925200Call,,
,"<span itemprop=""streetAddress"">Le Meridian, Al Zahiyah</span>","City : Abu Dhabi,  UAE ",,Phone : 02-6446666Call,Phone : 02-6446666Call,,
,"<span itemprop=""streetAddress"">Behind Masjid Shahaba, TCA</span>","City : Abu Dhabi,  UAE ",75337,Phone : 02-6452221Call,Phone : 02-6452221Call,,
,"<span itemprop=""streetAddress"">World Trade Centre Mall, Al Markaziyah</span>","City : Abu Dhabi,  UAE ",,Phone : 02-6728888Call,Phone : 02-6728888Call,,
,"<span itemprop=""streetAddress"">Fire Station Rd, Al Muwailah</span>","City : Sharjah,  UAE ",66988,Phone : 06-5353696Call,Phone : 06-5353696Call,,
,"<span itemprop=""streetAddress"">Mussafah</span>","City : Abu Dhabi,  UAE ",,Phone : 02-5596655Call,Phone : 02-5596655Call,,
,"<span itemprop=""streetAddress"">Al Nahda 1, Qusais</span>","City : Dubai,  UAE ",91521,Phone : 04-2505035Call,Phone : 04-2505035Call,,
,"<span itemprop=""streetAddress"">G 04, HDS Tower, JLT</span>","City : Dubai,  UAE ",643532,Phone : 04-4311866Call,Phone : 04-4311866Call,,
,"<span itemprop=""streetAddress"">Lotus Downtown Metro Hotel Apartments &amp; Spa</span>","City : Dubai,  UAE ",,Phone : 04-2068888Call,Phone : 04-2068888Call,,
,"<span itemprop=""streetAddress"">Madinat Zayed</span>","City : Abu Dhabi,  UAE ",33779,Phone : 02-6278644Call,Phone : 02-6278644Call,,
,"<span itemprop=""streetAddress"">The Galleria, Al Maryah Island</span>","City : Abu Dhabi,  UAE ",,Phone : 02-6770700Call,Phone : 02-6770700Call,,
,"<span itemprop=""streetAddress"">Central Market</span>","City : Abu Dhabi,  UAE ",,Phone : 02-6282220Call,Phone : 02-6282220Call,,
,"<span itemprop=""streetAddress"">Masjid Bldg, Abu Shagara Park</span>","City : Sharjah,  UAE ",,Phone : 06-5240100Call,Phone : 06-5240100Call,,
,"<span itemprop=""streetAddress"">Behind Spinneys, Najda Street</span>","City : Abu Dhabi,  UAE ",,Phone : 02-6445004Call,Phone : 02-6445004Call,,
,"<span itemprop=""streetAddress"">Al Bateen</span>","City : Abu Dhabi,  UAE ",,Phone : 02-4450890Call,Phone : 02-4450890Call,,
,"<span itemprop=""streetAddress"">Al Barsha</span>","City : Dubai,  UAE ",71121,Phone : 04-4470706Call,Phone : 04-4470706Call,,
,"<span itemprop=""streetAddress"">Shop 1, Apricot Building, Dubai Silicon Oasis</span>","City : Dubai,  UAE ",,Phone : 04-3922283Call,Phone : 04-3922283Call,,
,"<span itemprop=""streetAddress"">Al Wahda</span>","City : Sharjah,  UAE ",,Phone : 06-5484551Call,Phone : 06-5484551Call,,
,"<span itemprop=""streetAddress"">Hor Al Anz, Deira</span>","City : Dubai,  UAE ",,Phone : 04-2623050Call,Phone : 04-2623050Call,,
,"<span itemprop=""streetAddress"">Deira</span>","City : Dubai,  UAE ",81658,Phone : 04-2298856Call,Phone : 04-2298856Call,,
,"<span itemprop=""streetAddress"">Al Fahidi Plaza, Bur Dubai</span>","City : Dubai,  UAE ",,Phone : 04-3798100Call,Phone : 04-3798100Call,,
,"<span itemprop=""streetAddress"">Al Muneera Beach Plaza, Al Raha</span>","City : Abu Dhabi,  UAE ",,Phone : 02-5566900Call,Phone : 02-5566900Call,,
,"<span itemprop=""streetAddress"">Near Filli Tea, Al Shamsi Bldg, Baghdad St, Al Nahda</span>","City : Dubai,  UAE ",,Phone : 04-2727729Call,Phone : 04-2727729Call,,
,"<span itemprop=""streetAddress"">Al Nahda</span>","City : Sharjah,  UAE ",,Phone : 06-5254415Call,Phone : 06-5254415Call,,
,"<span itemprop=""streetAddress"">Deira</span>","City : Dubai,  UAE ",3929,Phone : 04-2621144Call,Phone : 04-2621144Call,,
,"<span itemprop=""streetAddress"">Opp Bohri Masjid, Bhnd NMC, Al Nahda 2</span>","City : Dubai,  UAE ",,Phone : 04-8804428Call,Phone : 04-8804428Call,,
,"<span itemprop=""streetAddress"">Near Fatima Supermarket, TCA</span>","City : Abu Dhabi,  UAE ",,Phone : 02-6456751Call,Phone : 02-6456751Call,,
,"<span itemprop=""streetAddress"">Sh Zayed Road</span>","City : Dubai,  UAE ",30430,Phone : 04-3122240Call,Phone : 04-3122240Call,,
,"<span itemprop=""streetAddress"">Food Court, Al Khail Mall, Al Quoz</span>","City : Dubai,  UAE ",,Phone : 04-3307555Call,Phone : 04-3307555Call,,
,"<span itemprop=""streetAddress"">The H Dubai, Shk Zayed Road</span>","City : Dubai,  UAE ",,Phone : 04-5018888Call,Phone : 04-5018888Call,,
,"<span itemprop=""streetAddress"">Opp City Centre, Deira</span>","City : Dubai,  UAE ",,Phone : 04-2956000Call,Phone : 04-2956000Call,,
,"<span itemprop=""streetAddress"">Jumeirah Beach Rd</span>","City : Dubai,  UAE ",22399,Phone : 04-3955775Call,Phone : 04-3955775Call,,
,"<span itemprop=""streetAddress"">Cornad Dubai, Shk Zayed Road</span>","City : Dubai,  UAE ",,Phone : 04-4447444Call,Phone : 04-4447444Call,,
,"<span itemprop=""streetAddress"">Hamdan St</span>","City : Abu Dhabi,  UAE ",,Phone : 02-6729656Call,Phone : 02-6729656Call,,
,"<span itemprop=""streetAddress"">Dubai Marina</span>","City : Dubai,  UAE ",,Phone : 04-3194794Call,Phone : 04-3194794Call,,
,"<span itemprop=""streetAddress"">Al Qusais 1, Nxt Dubai Women's College</span>","City : Dubai,  UAE ",,Phone : 04-2585522Call,Phone : 04-2585522Call,,
,"<span itemprop=""streetAddress"">Al Falah Str</span>","City : Abu Dhabi,  UAE ",40032,Phone : 02-6412464Call,Phone : 02-6412464Call,,
,"<span itemprop=""streetAddress"">Ritz Carlton, Al Maqta</span>","City : Abu Dhabi,  UAE ",,Phone : 02-8188282Call,Phone : 02-8188282Call,,
,"<span itemprop=""streetAddress"">Southern Sun, Al Zahiyah</span>","City : Abu Dhabi,  UAE ",,Phone : 02-8184888Call,Phone : 02-8184888Call,,
,"<span itemprop=""streetAddress"">Shaikh Zayed Road</span>","City : Dubai,  UAE ",,Phone : 04-3234333Call,Phone : 04-3234333Call,,
,"<span itemprop=""streetAddress"">Shk Zayed Rd</span>","City : Dubai,  UAE ",213059,Phone : 04-3380409Call,Phone : 04-3380409Call,,
,"<span itemprop=""streetAddress"">Citymax Hotel, Al Barsha</span>","City : Dubai,  UAE ",,Phone : 04-4078000Call,Phone : 04-4078000Call,,
,"<span itemprop=""streetAddress"">Salam Street</span>","City : Abu Dhabi,  UAE ",,Phone : 02-8836144Call,Phone : 02-8836144Call,,
,"<span itemprop=""streetAddress"">SAIF Zone</span>","City : Sharjah,  UAE ",9358,Phone : 06-5573664Call,Phone : 06-5573664Call,,
,"<span itemprop=""streetAddress"">Umm Suqueim / Al Wasl Road / MOE</span>","City : Dubai,  UAE ",,Phone : 04-3941483Call,Phone : 04-3941483Call,,
,"<span itemprop=""streetAddress"">Z Bldg, DMCC</span>","City : Dubai,  UAE ",126764,Phone : 04-3453365Call,Phone : 04-3453365Call,,
,"<span itemprop=""streetAddress"">Gold Swiss Belhotel, Bur Dubai</span>","City : Dubai,  UAE ",,Phone : 04-3459992Call,Phone : 04-3459992Call,,
,"<span itemprop=""streetAddress"">Sea View Hotel, Bur Dubai</span>","City : Dubai,  UAE ",,Phone : 04-3558080Call,Phone : 04-3558080Call,,
,"<span itemprop=""streetAddress"">Jumeirah</span>","City : Dubai,  UAE ",,Phone : 04-4576719Call,Phone : 04-4576719Call,,
,"<span itemprop=""streetAddress"">JW Marriot, Deira</span>","City : Dubai,  UAE ",,Phone : 04-6077977Call,Phone : 04-6077977Call,,
,"<span itemprop=""streetAddress"">Souk Al Qaryat Al Beri</span>","City : Abu Dhabi,  UAE ",,Phone : 02-5581713Call,Phone : 02-5581713Call,,
,"<span itemprop=""streetAddress"">Dubai Media City</span>","City : Dubai,  UAE ",,Phone : 04-4271000Call,Phone : 04-4271000Call,,
,"<span itemprop=""streetAddress"">Al Aweer</span>","City : Dubai,  UAE ",63363,Phone : 04-3335353Call,Phone : 04-3335353Call,,
,"<span itemprop=""streetAddress"">Flora Grand Hotel, Deira</span>","City : Dubai,  UAE ",,Phone : 04-2233344Call,Phone : 04-2233344Call,,
,"<span itemprop=""streetAddress"">Ramada Hotel Dubai, Bur Dubai</span>","City : Dubai,  UAE ",,Phone : 04-3519999Call,Phone : 04-3519999Call,,
,"<span itemprop=""streetAddress"">Khalifa City</span>","City : Abu Dhabi,  UAE ",,Phone : 02-6169999Call,Phone : 02-6169999Call,,
,"<span itemprop=""streetAddress"">Gate 1 Building, Dubai Silicon Oasis</span>","City : Dubai,  UAE ",,Phone : 04-3338680Call,Phone : 04-3338680Call,,
,"<span itemprop=""streetAddress"">Airport Road</span>","City : Abu Dhabi,  UAE ",,Phone : 02-5560353Call,Phone : 02-5560353Call,,
,"<span itemprop=""streetAddress"">Next to Gulf Medical University</span>","City : Ajman,  UAE ",,Phone : 06-7430002Call,Phone : 06-7430002Call,,
,"<span itemprop=""streetAddress"">Al Hamra Village Golf Resort, RAK</span>","City : Ras Al Khaimah,  UAE ",,Phone : 07-2446666Call,Phone : 07-2446666Call,,
,"<span itemprop=""streetAddress"">Front Fa?ade, BurJuman</span>","City : Dubai,  UAE ",,Phone : 04-3599786Call,Phone : 04-3599786Call,,
,"<span itemprop=""streetAddress"">Damascus St, Qusais</span>","City : Dubai,  UAE ",,Phone : 04-2578585Call,Phone : 04-2578585Call,,
,"<span itemprop=""streetAddress"">Jumeirah Beach Residence</span>","City : Dubai,  UAE ",,Phone : 04-4404952Call,Phone : 04-4404952Call,,
,"<span itemprop=""streetAddress"">UAE Exchange Bldg, Damascus St, Al Qusais</span>","City : Dubai,  UAE ",,Phone : 04-2205822Call,Phone : 04-2205822Call,,
,"<span itemprop=""streetAddress"">Bhnd Zuleka Hosp, Near Pond Park, Al Nahda 2</span>","City : Dubai,  UAE ",,Phone : 04-2637335Call,Phone : 04-2637335Call,,
,"<span itemprop=""streetAddress"">Hilton, Khubeirah</span>","City : Abu Dhabi,  UAE ",,Phone : 02-6811900Call,Phone : 02-6811900Call,,
,"<span itemprop=""streetAddress"">Al Joud Centre, 15A Street, Al Quoz</span>","City : Dubai,  UAE ",,Phone : 050-4746812Call,Phone : 050-4746812Call,,
,"<span itemprop=""streetAddress"">Sh Zayed Rd</span>","City : Dubai,  UAE ",15018,Phone : 04-3685655Call,Phone : 04-3685655Call,,
,"<span itemprop=""streetAddress"">Riqa Road</span>","City : Dubai,  UAE ",42211,Phone : 04-2113060Call,Phone : 04-2113060Call,,
,"<span itemprop=""streetAddress"">Jumeirah Al Etihad Towers, Al khubeirah</span>","City : Abu Dhabi,  UAE ",,Phone : 02-8115666Call,Phone : 02-8115666Call,,
,"<span itemprop=""streetAddress"">Universal Pharmacy Building, TCA</span>","City : Abu Dhabi,  UAE ",,Phone : 056-4680910Call,Phone : 056-4680910Call,,
,"<span itemprop=""streetAddress"">Crowne Plaza, Sh zayed road</span>","City : Dubai,  UAE ",,Phone : 04-3311111Call,Phone : 04-3311111Call,,
,"<span itemprop=""streetAddress"">Park Hyatt, Deira</span>","City : Dubai,  UAE ",,Phone : 04-3172222Call,Phone : 04-3172222Call,,
,"<span itemprop=""streetAddress"">Mussafah 10</span>","City : Abu Dhabi,  UAE ",,Phone : 02-5596490Call,Phone : 02-5596490Call,,
,"<span itemprop=""streetAddress"">Musaffah</span>","City : Abu Dhabi,  UAE ",,Phone : 02-6440999Call,Phone : 02-6440999Call,,
,"<span itemprop=""streetAddress"">Beauty Center Bldg, Near Fish R/A, Opp Maktoum Hosp</span>","City : Dubai,  UAE ",82863,Phone : 04-2213133Call,Phone : 04-2213133Call,,
,"<span itemprop=""streetAddress"">5th Flr, Burjuman Centre, Bur Dubai</span>","City : Dubai,  UAE ",52555,Phone : 04-3520900Call,Phone : 04-3520900Call,,
,"<span itemprop=""streetAddress"">Al Manara, Shk Zayed Road</span>","City : Dubai,  UAE ",,Phone : 04-3438884Call,Phone : 04-3438884Call,,
,"<span itemprop=""streetAddress"">503, Jumeirah Beach Rd, Jumeirah 3</span>","City : Dubai,  UAE ",74804,Phone : 04-3953555Call,Phone : 04-3953555Call,,
,"<span itemprop=""streetAddress"">Saadiyat Island</span>","City : Abu Dhabi,  UAE ",,Phone : 02-4988888Call,Phone : 02-4988888Call,,
,"<span itemprop=""streetAddress"">Al Wasit St</span>","City : Sharjah,  UAE ",,Phone : 06-5668555Call,Phone : 06-5668555Call,,
,"<span itemprop=""streetAddress"">Movenpick, JLT</span>","City : Dubai,  UAE ",,Phone : 04-4380000Call,Phone : 04-4380000Call,,
,"<span itemprop=""streetAddress"">Near Astoria Hotel, Meena Bazar, Bur Dubai</span>","City : Dubai,  UAE ",122426,Phone : 04-3799442Call,Phone : 04-3799442Call,,
,"<span itemprop=""streetAddress"">Dubai Marina</span>","City : Dubai,  UAE ",,Phone : 04-2775644Call,Phone : 04-2775644Call,,
,"<span itemprop=""streetAddress"">Near Emirates Petrol Station, Launch R/A</span>","City : Ras Al Khaimah,  UAE ",401,Phone : 07-2331389Call,Phone : 07-2331389Call,,
,"<span itemprop=""streetAddress"">Murabba R/A</span>","City : Al Ain,  UAE ",16913,Phone : 03-7668188Call,Phone : 03-7668188Call,,
,"<span itemprop=""streetAddress"">Deira City Centre</span>","City : Dubai,  UAE ",,Phone : 8008667Call,Phone : 8008667Call,,
,"<span itemprop=""streetAddress"">Jumeirah</span>","City : Dubai,  UAE ",79401,Phone : 04-3483487Call,Phone : 04-3483487Call,,
,"<span itemprop=""streetAddress"">CNN Building, Media City</span>","City : Dubai,  UAE ",,Phone : 04-3624330Call,Phone : 04-3624330Call,,
,"<span itemprop=""streetAddress"">The Outlet Village</span>","City : Dubai,  UAE ",,Phone : 800 7527Call,Phone : 800 7527Call,,
,"<span itemprop=""streetAddress"">Souk Al Qaryat Al Beri</span>","City : Abu Dhabi,  UAE ",,Phone : 02-5581769Call,Phone : 02-5581769Call,,
,"<span itemprop=""streetAddress"">Owais Bldg, Abu Shagara</span>","City : Sharjah,  UAE ",,Phone : 06-5445225Call,Phone : 06-5445225Call,,
,"<span itemprop=""streetAddress"">Deira</span>","City : Dubai,  UAE ",65214,Phone : 04-2243839Call,Phone : 04-2243839Call,,
,"<span itemprop=""streetAddress"">New Sanaiya</span>","City : Ajman,  UAE ",14113,Phone : 06-7481012Call,Phone : 06-7481012Call,,
,"<span itemprop=""streetAddress"">Bur Dubai</span>","City : Dubai,  UAE ",51311,Phone : 04-3934873Call,Phone : 04-3934873Call,,
,"<span itemprop=""streetAddress"">Al Nahda</span>","City : Dubai,  UAE ",,Phone : 04-2391177Call,Phone : 04-2391177Call,,
,"<span itemprop=""streetAddress"">Hilton, Al Khubeirah</span>","City : Abu Dhabi,  UAE ",,Phone : 02-6811900Call,Phone : 02-6811900Call,,
,"<span itemprop=""streetAddress"">Near National Paints, Al Muwailah</span>","City : Sharjah,  UAE ",,Phone : 06-5435498Call,Phone : 06-5435498Call,,
,"<span itemprop=""streetAddress"">Opposite Lulu Center, Al Karama</span>","City : Dubai,  UAE ",,Phone : 04-3352113Call,Phone : 04-3352113Call,,
,"<span itemprop=""streetAddress"">Near Lamcy, Oud Metha</span>","City : Dubai,  UAE ",,Phone : 04-3448044Call,Phone : 04-3448044Call,,
,"<span itemprop=""streetAddress"">Village Hyper Market Bldg, New West Accomodation, 8th R/A, Jafza</span>","City : Jebel Ali,  UAE ",14528,Phone : 04-8834844Call,Phone : 04-8834844Call,,
,"<span itemprop=""streetAddress"">Bhnd Deira Taxi Stand, Deira</span>","City : Dubai,  UAE ",52423,Phone : 04-2273527Call,Phone : 04-2273527Call,,
,"<span itemprop=""streetAddress"">Bhnd Lulu Center, Near Sharjah Rotana Hotel</span>","City : Sharjah,  UAE ",24365,Phone : 06-5647551Call,Phone : 06-5647551Call,,
,"<span itemprop=""streetAddress"">Satwa</span>","City : Dubai,  UAE ",,Phone : 04-3327755Call,Phone : 04-3327755Call,,
,"<span itemprop=""streetAddress"">Near Al Madina S/Market, Gurfa</span>","City : Fujairah,  UAE ",,Phone : 09-2233389Call,Phone : 09-2233389Call,,
,"<span itemprop=""streetAddress"">Deira</span>","City : Dubai,  UAE ",40696,Phone : 04-2696284Call,Phone : 04-2696284Call,,
,"<span itemprop=""streetAddress"">JLT</span>","City : Dubai,  UAE ",,Phone : 04-4521188Call,Phone : 04-4521188Call,,
,"<span itemprop=""streetAddress"">3rd I/Change, Al Quoz Indl Area</span>","City : Dubai,  UAE ",6647,Phone : 04-3470458Call,Phone : 04-3470458Call,,
,"<span itemprop=""streetAddress"">Behind UNB, Salam Street</span>","City : Abu Dhabi,  UAE ",46504,Phone : 02-6776799Call,Phone : 02-6776799Call,,
,"<span itemprop=""streetAddress"">TCA</span>","City : Abu Dhabi,  UAE ",,Phone : 02-6344771Call,Phone : 02-6344771Call,,
,"<span itemprop=""streetAddress"">Near Rotana Hotel, Al Nabba St</span>","City : Sharjah,  UAE ",,Phone : 06-5620156Call,Phone : 06-5620156Call,,
,"<span itemprop=""streetAddress"">Tecom</span>","City : Dubai,  UAE ",,Phone : 04-4538200Call,Phone : 04-4538200Call,,
,"<span itemprop=""streetAddress"">Bhnd Modern Bakery, Near Jaleel Traders, Al Quoz</span>","City : Dubai,  UAE ",,Phone : 04-3400226Call,Phone : 04-3400226Call,,
,"<span itemprop=""streetAddress"">Bhnd Karama Fish Market</span>","City : Dubai,  UAE ",115867,Phone : 04-3358060Call,Phone : 04-3358060Call,,
,"<span itemprop=""streetAddress"">Karama</span>","City : Dubai,  UAE ",,Phone : 04-3977711Call,Phone : 04-3977711Call,,
,"<span itemprop=""streetAddress"">Opp ADCB, Al Mina Rd</span>","City : Sharjah,  UAE ",,Phone : 06-5615704Call,Phone : 06-5615704Call,,
,"<span itemprop=""streetAddress"">Food Court, Ramla Mall, DIP</span>","City : Jebel Ali,  UAE ",488059,Phone : 04-8878338Call,Phone : 04-8878338Call,,
,,"City : Dubai,  UAE ",,Phone : 04-3589999Call,Phone : 04-3589999Call,,
,"<span itemprop=""streetAddress"">Yas Island, Rotana Hotel</span>","City : Abu Dhabi,  UAE ",,Phone : 02-6564000Call,Phone : 02-6564000Call,,
,"<span itemprop=""streetAddress"">Palm Jumeirah</span>","City : Dubai,  UAE ",,Phone : 04-44010101Call,Phone : 04-44010101Call,,
,"<span itemprop=""streetAddress"">Old Passport Rd</span>","City : Abu Dhabi,  UAE ",28815,Phone : 02-6312580Call,Phone : 02-6312580Call,,
,"<span itemprop=""streetAddress"">Satwa</span>","City : Dubai,  UAE ",,Phone : 04-3456785Call,Phone : 04-3456785Call,,
,,"City : Dubai,  UAE ",,Phone : 04-4461500Call,Phone : 04-4461500Call,,
,"<span itemprop=""streetAddress"">Damascus St, Al Qusais 2</span>","City : Dubai,  UAE ",333457,Phone : 04-2677337Call,Phone : 04-2677337Call,,
,"<span itemprop=""streetAddress"">Jumeirah Beach Rd, Dubai Marina</span>","City : Dubai,  UAE ",98811,Phone : 04-3649292Call,Phone : 04-3649292Call,,
,"<span itemprop=""streetAddress"">Sh Zayed Rd</span>","City : Dubai,  UAE ",,Phone : 600-522231Call,Phone : 600-522231Call,,
,"<span itemprop=""streetAddress"">Bur Dubai Bus Stn</span>","City : Dubai,  UAE ",45570,Phone : 04-3939471Call,Phone : 04-3939471Call,,
,"<span itemprop=""streetAddress"">Marina Mall</span>","City : Dubai,  UAE ",,Phone : 04-2840987Call,Phone : 04-2840987Call,,
,"<span itemprop=""streetAddress"">Abu Hail Centre, Deira</span>","City : Dubai,  UAE ",86052,Phone : 04-2977510Call,Phone : 04-2977510Call,,
,,"City : Sharjah,  UAE ",,Phone : 06-5214175Call,Phone : 06-5214175Call,,
,"<span itemprop=""streetAddress"">Bhnd Al Mamzar Centre, Abu Hail</span>","City : Dubai,  UAE ",,Phone : 04-2560000Call,Phone : 04-2560000Call,,
,"<span itemprop=""streetAddress"">Near Sony Electronics S/Room, Marijah Rd</span>","City : Sharjah,  UAE ",66,Phone : 06-5682940Call,Phone : 06-5682940Call,,
,"<span itemprop=""streetAddress"">Al Seef Village Mall</span>","City : Abu Dhabi,  UAE ",,Phone : 02-4474489Call,Phone : 02-4474489Call,,
,"<span itemprop=""streetAddress"">Mussafah Indl Area M-16</span>","City : Abu Dhabi,  UAE ",54742,Phone : 02-5543131Call,Phone : 02-5543131Call,,
,,"City : Dubai,  UAE ",487120,Phone : 04-4329280Call,Phone : 04-4329280Call,,
